,HeadPitch,HeadYaw,HipPitch,HipRoll,KneePitch,LElbowRoll,LElbowYaw,LHand,LShoulderPitch,LShoulderRoll,LWristYaw,RElbowRoll,RElbowYaw,RHand,RShoulderPitch,RShoulderRoll,RWristYaw,R0R,R0G,R0B,L0R,L0G,L0B,R1R,R1G,R1B,L1R,L1G,L1B,R2R,R2G,R2B,L2R,L2G,L2B,R3R,R3G,R3B,L3R,L3G,L3B,R4R,R4G,R4B,L4R,L4G,L4B,R5R,R5G,R5B,L5R,L5G,L5B,R6R,R6G,R6B,L6R,L6G,L6B,R7R,R7G,R7B,L7R,L7G,L7B,valence,time
0,0.4763680100440979,-0.3064306974411011,-0.43549609184265137,0.011463605798780918,0.20208071172237396,-0.0985640287399292,-0.9117985367774963,0.7692404389381409,1.4108796119689941,0.04622142016887665,-0.07407909631729126,0.09436635673046112,0.7401222586631775,0.7620909214019775,1.0181076526641846,-0.041596412658691406,-0.09371916204690933,0.12337288,0.9975284,0.9955844,0.10976058,0.99943024,0.99883395,0.1974403,0.99722904,0.99518967,0.046192776,0.99950445,0.99344456,0.11748319,0.98633665,0.9967681,0.19191848,0.962544,0.8961801,0.111203164,0.953063,0.96397114,0.11078359,0.99949455,0.99939406,0.11069714,0.9985049,0.99915767,0.135984,0.9720749,0.9482671,0.1275536,0.98313254,0.85321677,0.05433275,0.9970196,0.9988281,0.0975529,0.9965295,0.9907047,0.13744426,0.9988985,0.998495,0.32732618,0.99757713,0.99734217,0.1205234,0.99943143,0.9989047,0.10386201,0.02
1,0.4750017821788788,-0.322228342294693,-0.4445541501045227,0.008696706965565681,0.20715074241161346,-0.09141135215759277,-0.8995728492736816,0.7776694297790527,1.4158025979995728,0.04453866183757782,-0.08788811415433884,0.09033286571502686,0.720546543598175,0.766270637512207,1.0244741439819336,-0.04155345261096954,-0.08390265703201294,0.17162392,0.99803454,0.9967573,0.15705273,0.9995648,0.9991228,0.2635133,0.9976872,0.99619746,0.064727955,0.999554,0.994712,0.15931556,0.9886883,0.99763715,0.27817667,0.9652525,0.90928423,0.15621327,0.95788574,0.9663439,0.16001412,0.99960154,0.9995566,0.15748976,0.9987582,0.9994029,0.19187467,0.9746869,0.9526004,0.19602919,0.9848903,0.86640584,0.076978534,0.99744356,0.9991566,0.13073109,0.9968721,0.9929356,0.1901744,0.9990532,0.99884087,0.42148277,0.9980848,0.9981205,0.1663804,0.9995517,0.9991659,0.10241422,0.08
2,0.4742467403411865,-0.32498106360435486,-0.45882439613342285,0.009693846106529236,0.21287290751934052,-0.08402110636234283,-0.8854690194129944,0.7816388010978699,1.4133936166763306,0.04315364733338356,-0.09575705975294113,0.08547018468379974,0.6920360326766968,0.7676888108253479,1.022836685180664,-0.0410863533616066,-0.07839655131101608,0.2371309,0.9984682,0.9976705,0.22438122,0.99967384,0.99935573,0.34152034,0.9980756,0.9970373,0.08840274,0.9995938,0.9956474,0.20884234,0.9906983,0.99830127,0.39152163,0.96768963,0.9204531,0.21273202,0.96294194,0.96805704,0.22536795,0.99968827,0.9996762,0.21847378,0.99897027,0.9995727,0.26342407,0.97741973,0.95568496,0.29080987,0.98622733,0.880273,0.10753525,0.99779797,0.9993937,0.16886093,0.9971257,0.99469215,0.259088,0.99918836,0.99910897,0.52704424,0.9985185,0.9987093,0.22465362,0.99964833,0.99935347,0.10153983,0.13999999999999999
3,0.47380560636520386,-0.32195261120796204,-0.47418129444122314,0.01079336367547512,0.219533771276474,-0.07654141634702682,-0.8695327639579773,0.7845141887664795,1.409219741821289,0.04175736755132675,-0.1026371642947197,0.08060712367296219,0.6584402322769165,0.7693285346031189,1.0184252262115479,-0.04042186215519905,-0.07732661813497543,0.31933463,0.9988135,0.9983442,0.31429732,0.9997633,0.9995409,0.43146738,0.99841845,0.9977265,0.11876782,0.9996283,0.9964133,0.26688713,0.99228585,0.99879396,0.5187586,0.96984214,0.9308868,0.282175,0.9675254,0.9701211,0.3103719,0.9997601,0.9997689,0.29717898,0.9991548,0.9996966,0.3504708,0.9800316,0.9595687,0.40849945,0.987257,0.89377743,0.14713119,0.99808586,0.99956924,0.213918,0.997332,0.9960486,0.34542713,0.99931216,0.99933296,0.6356211,0.99888617,0.9991373,0.29638255,0.999726,0.9995016,0.10098695,0.19999999999999998
4,0.4730833172798157,-0.32186558842658997,-0.48844078183174133,0.013284125365316868,0.22882351279258728,-0.07022655755281448,-0.8467591404914856,0.7885035872459412,1.4052724838256836,0.040443096309900284,-0.09198272228240967,0.07553886622190475,0.6208556890487671,0.772915244102478,1.0006037950515747,-0.039958465844392776,-0.08303993195295334,0.41449198,0.9990939,0.9988381,0.42550167,0.9998313,0.9996797,0.5274621,0.99874157,0.99827826,0.16150379,0.9996594,0.99705756,0.33937186,0.9935708,0.9991616,0.648934,0.9721094,0.9403757,0.3683234,0.9715533,0.9729416,0.4118863,0.99981946,0.9998417,0.39738056,0.99932086,0.9997875,0.44931632,0.98247254,0.9645626,0.5409755,0.9883256,0.90542924,0.20255505,0.9983145,0.9996989,0.27173954,0.9974905,0.9970528,0.45077282,0.99942845,0.9995127,0.7349421,0.9991793,0.9994356,0.3841298,0.9997917,0.99962664,0.101474,0.26
5,0.47255101799964905,-0.31762781739234924,-0.5017169713973999,0.016635891050100327,0.23804371058940887,-0.06480468809604645,-0.8235889673233032,0.7934129238128662,1.4018951654434204,0.03924060985445976,-0.08184584975242615,0.0709390863776207,0.5819128155708313,0.7768579721450806,0.9807312488555908,-0.039647653698921204,-0.0849207416176796,0.51823145,0.9993104,0.99918836,0.54627436,0.9998801,0.9997764,0.62129104,0.99899894,0.9987054,0.21719857,0.99968815,0.99760073,0.42094082,0.9946286,0.9994223,0.7613972,0.9741678,0.9486852,0.46532658,0.9750944,0.97581017,0.5226922,0.9998647,0.9998919,0.50845605,0.9994555,0.9998523,0.5539763,0.98462576,0.96919614,0.6681235,0.9893534,0.9161925,0.27255547,0.9985091,0.9997904,0.33917302,0.99763954,0.9978192,0.5621134,0.9995252,0.9996445,0.81547207,0.99939585,0.99963164,0.48188546,0.9998416,0.99972004,0.10228157,0.32
6,0.47208458185195923,-0.3119714558124542,-0.5151824951171875,0.020399194210767746,0.24683831632137299,-0.05997297540307045,-0.801057755947113,0.7977136969566345,1.3992074728012085,0.03819321095943451,-0.07394374907016754,0.06673481315374374,0.5432201027870178,0.7804610133171082,0.9615501165390015,-0.039525438100099564,-0.08415161073207855,0.62091947,0.99947506,0.99943274,0.6617408,0.99991465,0.9998435,0.70650697,0.99920243,0.99902546,0.2855321,0.9997141,0.9980465,0.506804,0.99550444,0.999602,0.84592706,0.97607964,0.9559409,0.5655546,0.97823095,0.97845423,0.6316934,0.9998987,0.9999262,0.618954,0.9995633,0.9998975,0.65514445,0.9865541,0.9733001,0.77472234,0.9903008,0.92582065,0.3558786,0.99867934,0.99985373,0.41332388,0.9977762,0.9983884,0.66750246,0.99960476,0.9997402,0.8753676,0.99955446,0.9997594,0.58148015,0.99987936,0.9997894,0.10300832,0.38
7,0.4710027277469635,-0.30556994676589966,-0.5303502678871155,0.024586431682109833,0.2551385164260864,-0.055673353374004364,-0.7708004713058472,0.7993626594543457,1.392472505569458,0.03732531517744064,-0.06529849767684937,0.06307163834571838,0.5007412433624268,0.7829864025115967,0.9428930878639221,-0.03960580378770828,-0.08383167535066605,0.7157502,0.99960524,0.99960345,0.7601772,0.99993813,0.99988735,0.78095293,0.99935776,0.9992618,0.366863,0.999741,0.99842715,0.5912003,0.99628544,0.99972874,0.9037727,0.977857,0.96248806,0.664904,0.98111045,0.98086756,0.73005044,0.99992466,0.9999498,0.7212357,0.99965453,0.9999292,0.74812186,0.9883435,0.9769598,0.85341835,0.9910753,0.9341966,0.44877788,0.9988471,0.99989855,0.4900224,0.99794143,0.99882394,0.75994664,0.99966526,0.9998079,0.91699773,0.99966466,0.9998379,0.67656195,0.9999089,0.9998419,0.10371957,0.44
8,0.4698098301887512,-0.2998723089694977,-0.5446621179580688,0.02801387570798397,0.2630680203437805,-0.05180703476071358,-0.7387705445289612,0.800491452217102,1.3839104175567627,0.03655467554926872,-0.057238660752773285,0.059683237224817276,0.45788049697875977,0.7855883836746216,0.9274789690971375,-0.039703112095594406,-0.08458199352025986,0.79406244,0.9997024,0.9997192,0.8359009,0.99995446,0.99991715,0.8410018,0.9994779,0.99943477,0.45706832,0.99976736,0.9987375,0.66898876,0.996949,0.99981505,0.9407084,0.97961694,0.96826875,0.75168645,0.9835563,0.9830126,0.8095989,0.99994385,0.9999654,0.80494153,0.999726,0.99995077,0.82303655,0.9899187,0.9801587,0.9070283,0.99178445,0.9417165,0.5449737,0.99900025,0.9999294,0.5671899,0.9981147,0.9991417,0.8325141,0.99971336,0.99985623,0.94525874,0.99974495,0.9998878,0.7585352,0.99993074,0.9998802,0.10465786,0.5
9,0.46949759125709534,-0.29669108986854553,-0.5568185448646545,0.03054201602935791,0.2701253890991211,-0.04840633273124695,-0.7019231915473938,0.800060510635376,1.3790996074676514,0.03605940565466881,-0.04891226440668106,0.05657440796494484,0.41721490025520325,0.7880982160568237,0.9205630421638489,-0.03971079736948013,-0.08469342440366745,0.8472359,0.9997677,0.9997898,0.88585335,0.99996567,0.99993587,0.8844021,0.9995709,0.99955255,0.54492974,0.9997979,0.998992,0.73175806,0.9975145,0.9998721,0.9615829,0.9818604,0.9738479,0.817042,0.98566574,0.98509777,0.8647736,0.9999573,0.9999747,0.86445504,0.9997793,0.99996376,0.8746151,0.99149305,0.98337686,0.9387261,0.99260426,0.94866186,0.6319205,0.9991547,0.9999505,0.6384542,0.9983069,0.9993598,0.8820654,0.99975485,0.99988985,0.9628836,0.9998012,0.9999168,0.81752956,0.9999455,0.99990666,0.10600451,0.56
